,question_1,label
3112,What is the name for CCl4?,2
3113,Why do people in Florida feel the need to light off fireworks for EVERY holiday?,1
3114,Ineed to know how to get a person at movieland.com. I don't care if it is e-mail or phone.?,5
3115,You Favorite jamesbond movie?,8
3116,WHAT CAN A PERSON DO WHEN EVER THE PERSON FALLS IN LOVE WITH THE WRONG GUY OR GIRL?,9
3117,What is the best course i should get now that i already finished a two-year computer technician course?,5
3118,my question is-Can i marry my brother's wife younger sister?is it a sin?i'm confused please help me.thanks,9
3119,what is the normal penalty for a charge of possesion of a controlled substance of the seventh degree in ny?,10
3120,Brent Hall Hockey plyer?,6
3121,"how does the United States sanction Cuba, but can have a base in Guantanamo, Cuba?",10
3122,Where can I download the latest Windows XP patches/updates/bug fixes in 1 file?,5
3123,how do people survive with bipolar disorder?,3
3124,what is the best treatment and dosage for avian flu?,3
3125,Is it possible to continue to move forward and never reach a destination?,2
3126,Can I use non-ASCII words in Java?,5
3127,How many people died in the 2004 Tsunami in South East Asia?,10
3128,"If I don't have plans to play games on my laptop, should I buy a video card that has more than 64MB memory?",5
3129,How do I talk to a beautiful girl on the subway/bus?,9
3130,what is abdominal compartment syndrome?,3
3131,Why do we think and not just follow instict?,1
3132,I purchased a new Emachine and to install anything they ask for a 25 letter product number. I can't find it.,5
3133,do ketones give positive iodoform test?,2
3134,Energy is equal to _______X______( fill in the blank )?,2
3135,what is the difference judciary and legislative?,10
3136,"What is the best way I can study for a memorization test, like social studies essays?",4
3137,Why do some people back in to parking spaces?,1
3138,What is the roll of each astronaut in the space shuttle on departure and landing?,2
3139,"if the earth were cubic in shape, what would happen when you walk over an edge?",2
3140,Which president of the United States held that office without being elected?,10
3141,Is there life after death?,1
3142,Can a Permanent Resident card holder marry a non-us citizen and not have problems w/ applying for citizenship?,10
3143,how do you avoid temptation?,1
3144,What the last CD you bought or downloaded?,8
3145,Where is the best MTB singletrack riding in the bay area?,6
3146,How many spiders do you eat in your sleep?,4
3147,how to increase job/ studies interest in Schizoprenic patients???,3
3148,What's the unladen flying speed of an African sparrow?,2
3149,My wife found her Christmas present when the search box popped it up. How to clear history?,5
3150,i need a distance education on-line. how do i get it?,4
3151,What is the name of the president elect of Bolivia?,10
3152,Here's a thinker...?,8
3153,What is the saying he who thinks by the book and talks by the...?,4
3154,What is the best way to fight a cold?,3
3155,Why are Marines considered the hard *****  of the military?,10
3156,my icons on the desktop do not respond when I double click on them. I get a sign saying that the icons are not,5
3157,Where can I find 3t Jackson pictures?,8
3158,In a Christmas story what happen to Flick on the playground?,4
3159,How important is consent in professional practice?,4
3160,What do you talk about with people you don't really know at a party?,1
3161,WHAT ARE THE NY YANKEES CHANCES FOR GETTING TO THE WORLD SERIES?,6
3162,why do people do those things?,6
3163,where do people get ms treatment in mexico?,3
3164,What is the scientific name for the newly discovered tenth planet?,2
3165,How many types of technical fouls are there in basketball?,6
3166,Which British government agency has been accused of selling addresses?,10
3167,How big is the universe?,2
3168,What about this Ecmascript stuff? Is it just a daggy version of Javascript?,5
3169,What is the world record for distance for a frisbee throw by a Female?,4
3170,What are tips on growing taller? How old are you when you stop growing?,3
3171,who is the greatest actor/actress of all time?,8
3172,"What is the James Taylor song, ""Fire & Rain"" about?",8
3173,what is the answer to (4x + 1) + ( -3x + 9 )?,2
3174,"What do you think is the most annoying commercial, currently broadcasting, on U.S. television?",8
3175,Why do people elect leaders? Do they like being told what to do?,10
3176,"Is there an effective, inexspensive OTC treatment for nail fungi?",3
3177,"I have a small cow bell that reads Olympia Staduim, with red wings logo?",6
3178,Do you think Bush should be impeached for lying to the American People?,10
3179,what rhymes with orange?,4
3180,elderly people living with relatives?,3
3181,President Clinton really that bad?,10
3182,what is mac spoofing?,5
3183,how do you file receipts on your tax returns?,4
3184,why does sterling silver leave marks on your skin?,2
3185,whats the best handheld GPS unit?,6
3186,tides comes in large water bodies .why it is not coming in big lakes ?only it is coming in sea & ocean?,2
3187,what can we do if we did not receive packet for the LAN(Local Area Network)?,5
3188,Do you think Hillary Clinton is going to run for president at some point?,10
3189,Where can i buy the cheapest Viewsonic flat panel monitor?,5
3190,Will the Redskins beat the Giants this weekend?,6
3191,What are high school credits?,2
3192,Is H. pylori a normal flora of the stomach?,2
3193,Do you think that God still speaks to people (literally with his voice) in this day and age?,1
3194,Discuss your knowledge and experience with laws and legislation affecting human resources.?,4
3195,what is intelligent systems?,2
3196,What's the best p2p program?,5
3197,why does my win 32 worm.alcan.a keep comming back and how do I make it go away??,5
3198,Did you know that (see details)?,5
3199,what are the risks of a 41yr old having a baby - to the baby i mean?,3
3200,what do i have to do in order to immigrate with my family from cyprus to australia?,1
3201,are the ic title is world champion or not?,6
3202,"Where may I meet Camui Gackt and HYDE [Japanese rockers] during the months of March, April or May?",8
3203,"TPCASTT OF ""ROAD NOT TAKEN"" BY ROBERT FROST?",4
3204,A picture of a human cell wiyh labels?,2
3205,"WHO GAVE THE NAME OF ""money""...?",10
3206,Your favorite song?,8
3207,"Is there an episode of Wagon Train with an Indian woman named Ranie and if so, where can I see the episode?",8
3208,Can roller skating help in losing weight as a form of exercise?,3
3209,What religion has the most followers?,1
3210,What does red shirt freshman mean?,6
3211,What is the best martial arts you can learn?,6
3212,What is an aggie?,6
3213,critque the book incident in the life of a slave girl?,4
3214,Who owns the Red Sox World Series 2004 Final Out Baseball?,6
3215,How do I dynamically process an asp.net webpage?,5
3216,which school has the best finance PhD program?,4
3217,How many funeral homes are there in the state of Pennsylvania ?,2
3218,I felt paralysed just before I feel asleep. Is this normal?,3
3219,How do I change the color scheme in Yahoo! Mail?,5
3220,How do I make an HP 4550N work on my personal computer?,5
3221,What two teams will be playing in the SuperBowl in 2006?,6
3222,How long or far is a military click as a distance and is that the correct spelling?,2
3223,text messaging out of the country?,4
3224,where is the yellow mountain? 1- Saudi Arabia 2- Bahrain 3- Emarates?,2
3225,how many females are there in the world?,1
3226,who will win usc or texas ?,6
3227,Whats your favorite sport?,6
3228,does anyone know of a free audio converter that can change .wma files into .mp3s or other file types?,5
3229,Proof Of God?,1
3230,the angle in a point is 360degrees. why no other angle?,4
3231,Should Evolution be taught in schools?,4
3232,"People that have a college degree, will they make more money than a high school drop out.?",4
3233,Why do our bodies feel better when the atmospheric pressure is high?,2
3234,How to connect to a remote computer in LAN and access all folders?,5
3235,how do you get the girl that u really like?,9
3236,where is zanzabar?,10
3237,Is there an inexpensive device that can be used with an existing flatbed scanner for 35mm negative scanning?,5
3238,Reunion parties – why do we do that to ourselves?,1
3239,"I WANT TO KNOW ABOUT THE COMPARISONS MADE BETWEEN INDIA & CHINA IN VARIOUS FIELDS-CULTURE,ECONOMIC,POLITICS.?",4
3240,Does anyone have any tips for surviving a Statistics Research class before checking into a mental institution?,4
3241,what do u do when a gurl auntie dont like u?,9
3242,Do you think that  Saddam Hussein  is guilty or not?,10
3243,"If this is a ""free"" country why does our government hide things from us?",10
3244,what is the average age that man experiencing a stroke?,3
3245,most wins by a nfl quarterback?,6
3246,Is google thinking of changing its never changed www.google.com page?,5
3247,What's the simplest way to display news headlines/summaries on my home page via RSS?,5
3248,What will happen if human will travel with the velocity more than that of light ?,2
3249,what is the color of blood inside the human body?,2
3250,why do i hate the pittsburgh steelers?,6
3251,What's the best country song?,8
3252,can you go to law school and become a lawyer without getting a BA?,4
3253,"With LSU sound defeat of Miami,  are they National title contenders next year?",6
3254,What is Drupal?,5
3255,how do you cite a cd you listened to on a research paper?,4
3256,Can the Enron controversy get back to Bush or Cheney?,10
3257,What do you think of Mail Order Brides from Russia? Scam?,10
3258,Why is the word pound (as in weight) abbreviated as 'lbs'?,4
3259,anyone now where there is good Charmed sreen savers ? with no virus on them ?,8
3260,do you like Inuyasha? Why or why not?,8
3261,Why is the PC clock slow?,5
3262,why does wood crackle when it burns?,2
3263,How do poor people stay happy?,1
3264,should i start kurt warner or drew brees in fanstasy football this weekend?,6
3265,What's the part of the human body most vulnerable to injury or disease?  Why is it that way?,3
3266,"What is the deal with the whole ""Beta"" stuff?  what does Beta mean?",5
3267,how do i get tickets for Fifa Worldcoup 2006 in germany ?,6
3268,"I suffer from Erectile Dysfunction. Dr claimed it as BOTH physical, but more psychological. Any suggestions ?",3
3269,"Is Ashton Kutcher's show ""punk'd"" unfair to black people? Is he racist? Or just mean?",8
3270,Are the current computer viruses more efficient than the ancient ones; in other words are they evolving ?,5
3271,I live in Pakistan and my son wants to appear in GRE test.  We do not know where to go and who to contact.?,4
3272,Why vote Repulican?,10
3273,Why is Alcohol Better Than Smoking In Peoples Eyes as It Has caused More Death and Hardships?,3
3274,what did u do on Xmas eve ??,4
3275,"can u create a ""CON"" folder in winxp and how to reset or findout the password in winxp?",5
3276,Did President Bush break the law by authorizing the NSA to investigate US citizens?,10
3277,A WHO guide to good manufacturing practice requirements?,3
3278,What is the title of the newest book by David Rubel and where can I buy it?,1
3279,my computer takes forever on the welcome screen and then takes forever with everything else.?,5
3280,when are the yahoo and msn messenger services going to merge?,5
3281,why is the sky blue?,2
3282,how to block application download in internet thru registry settings?,5
3283,My left hand sometimes tremble(vibrate) a lot. Is it some serious disease?,3
3284,is knotts berry farm's tickets to expensive? I really want to know!?,8
3285,Why when do you sneeze when you walk out into bright sunlight?,3
3286,best way to cure a cold or flu?,3
3287,What is the air speed velocity of an unladen swallow?,2
3288,"What are monthly or annual fees at Equinox, that upper-class gym?",3
3289,"I have been diagnosed with degenerative disease, could you tell me about the disease please? Thank you?",3
3290,"when breast cancer is the size of a quarter, how serious is it?",3
3291,How old was Mary when she gave birth to Jesus?,1
3292,Should I keep the earrings my ex-bf gave me?,9
3293,"why is the ""tookie"" case such a big deal?",10
3294,can you let other people know about a person whos cheeting and adultry. she is hurting people theres others?,9
3295,"In an emergency, can I drink swimming pool water?",2
3296,Does testosterone tablets for females to improve their 'desire' really work?,3
3297,Why do Republicans seem overwhelmingly in support of the patriot act?,10
3298,u.s. is being called on the matt by the u.n. for torture.how about oil for food program?,10
3299,how do you tune to a C on a guitar?,8
3300,vanill cultivation?,2
3301,How does someone get pneumonia?,3
3302,what do you think about the bermuda triangle?,2
3303,Where can I get a laptop computer for real cheap?,5
3304,kerotol is an antibiotic?,2
3305,I am looking to buy a Vaio Sony laptop for mainly high school and publishing work.?,5
3306,What is the historical significance of Juneteenth?,4
3307,if some is experianceing hearing loss where can they find help ?,3
3308,Can you answer this question?,8
3309,"How did the name ""soccer"" originate?",6
3310,i want to install xp and i have no any os so i want to start setup with dos and i have non bootable cd?,5
3311,Do girls like to get it in the back i.e. a**?,9
3312,Is there a place where I can learn Film making near Chicago?,4
3313,I receive a lot of misdirected USPS mail at my address for others. Can I dispose of it?,10
3314,"what are the uses of ampicillin 250mg vial, its indications, contraindications etc.?",2
3315,"Why it is so vital that the remembrance, history and lessons of the Holocaust be passed to a new generation?",4
3316,is there no computer engineering course in your school?,2
3317,Is 24 too old to consider become pregant?,3
3318,Are sexually transmited diseases transfered thru oral sex?,3
3319,I want one nice photo of Jesus (child) with his Father/Mother for X'mas?,1
3320,"Windows XP users, Manual or Automatic updates?",5
3321,HELP... Running my game?,5
3322,what is a good government?,10
3323,Why is a person always sad even when everything arround him is ok?,9
3324,I need a desktop clock(analog) to view the time of various cities?,5
3325,How many differnt types of men have you dated?,9
3326,Who were the first siblings to win pro tennis singles tournaments on the same day?,6
3327,Who were the ancient Philistines?,1
3328,Can someone be civilly or criminally liable for answers they post on Yahoo! Answers?,10
3329,Who killed Kenny in South Park?,8
3330,Do you recommend putting 3/4-year-old kids in pre-school?,4
3331,Does the President of the United States have an executive privilege/Right to ask for a 3rd term as President?,10
3332,What does a nutria eat?,2
3333,"What does ""the Greek Life"" mean on college campuses?",4
3334,Communism or capitalism?,10
3335,"can you find me the cheapest 2 bedroom apartment in honolulu, waikiki, hawaii?",4
3336,what is a rootkit?,5
3337,"what is actaul meaning of ""once in blue moon""?",4
3338,tital of remix version of hybrid theory?,8
3339,How do I employ an effective promotion/street team for my music?,8
3340,I just met my guy's dad and recognized him as a previous one night stand. Should I tell or enjoy them both?,9
3341,Doesnt anyone read anymore?,8
3342,i have a dlink router and it dosen't let me email?,5
3343,Who's on first?,8
3344,What do you mean by 'Blues' as a music genre?,8
3345,Why is sarcasm addictive?,3
3346,"If you break off a piece of an aloe plant and put it in water, will roots grow?",2
3347,Why do people call America a democracy when it isn't?,10
3348,What is cloning?  What are cloned?  Why is cloning resorted to?,2
3349,what is PCR?,2
3350,In which part of russia muslims do live?,1
3351,whether i have love marriage or arrange marriage?,9
3352,Would I go to hell if I become a lesbian!?,9
3353,how to cheat at virtual pool 3?,5
3354,Can someone please help me find the derivative of these functions?,4
3355,what is jsf?,5
3356,i want to do email processing job to earn money without any kind of registration fee or subscription fee.?,5
3357,what are the sign's of a person that is gay and doesnt want anyone to know it.?,1
3358,Isnt the death of over 1000 American in a war we dont believe in enough to impeach bush?,10
3359,Best way to learn calculus through self-study?,2
3360,Should I fight for my marriage after adultery or should I file for divorce?,9
3361,"dangling modifiers if your baby doesn't like cold apple juice, it should be heated. Is this sentence correct",4
3362,"If the day before two days after tomorrow is monday, what day is today?",4
3363,Is their any medicine to relieve from asthma permanently? Or anything?,3
3364,Do you ever see something that can proof that there is a life after death?,1
3365,Where can I find value of old books. I collect baseball books?,6
3366,What is the best way to get financial aid from the University of Michigan?,4
3367,How can you get dental care without insurance and with limited funds?,3
3368,What is a post-masters graduate certificate?,4
3369,if my boyfriend  never calls me and never home when i call is he cheating?,9
3370,what do you think of the wall that the US goverment wants to build in the Mexico-US border??,10
3371,Who won the 1972 NASCAR championship?,6
3372,What's the difference between osmolarity and osmolality?,3
3373,What is the airspeed velocity of an unladen swallow?,2
3374,What is a good hard drive upgrade for a Gateway PC?,5
3375,Is there a formal term for when a song or tune keeps playing in your head?,2
3376,Despite his tragic lost recently.  Why is Tony Dungy so respected by so many other players and coaches?,6
3377,What happened in 1961 that will not happen again for over 4000 years?,10
3378,do the new FCC closed caption regulations apply to video on demand?,10
3379,Where to get a multi monitor trading station computer?,5
3380,Was Jesus ever married?,1
3381,When do you tell someone that you care about that you have an STD  ?,9
3382,Which is the most powerful magnet in the world?,2
3383,What does the Outsiders book and movie explain to teens?,8
3384,Is TNA's better than WWE?,8
3385,Which is better Myspace or Xanga?,5
3386,What is downcutting?,2
3387,"What does the term ""google"" mean?",1
3388,i need help i took the nclex exam for pn once & failed i need to know where i can get free preperation for the,4
3389,I am tired most of the time. Any LEGAL suggestions on how to get energy?,3
3390,HOW MANY OF YOU GUYS HAVE SPOKEN IN TONGUES?,1
3391,What peoples use to wash their clothes in dark age?,4
3392,distance from the earth to the sun?,2
3393,A seed is planted.A tree grows dies & decomposes. the same for us.is the earth's diameter not growing?,2
3394,"How do I reformat a dell desktop? I have the origonal cds and have tried, but it is very challenging.?",5
3395,how do i get rid of skin tags?,3
3396,Can you name all the members of the X-Men preferably in the order of preference?,8
3397,"What is a ""Perfect Vortex""?",2
3398,What religion are you??,1
3399,can stress kill you?,3
3400,which quarterback has the nfl record for most interceptions in one season?,6
3401,Are there fireworks in Boston 's first night 2006?,8
3402,Is cracking the serial of a software is legal?,5
3403,Who has the highest number of Points in Yahoo Answer?,5
3404,What are some of the better law schools in the country and where can I find out more about them?,4
3405,How can water erosion uncover fossils?,2
3406,What's the Google Toolbar 2.0?,5
3407,lyrics of don't give up on us baby?,9
3408,i need two function???in vb.net?,5
3409,what is an example of an irrational number?,2
3410,What is the easiest way to get your G E D?,4
3411,what is the best way to stop snoring?,3
3412,Is there really a correlation between which way a man's penis hangs and what side his heart is on?,2
3413,how can software control hardware?,5
3414,"64oz a day of water is good, but how does one count other drinks?",3
3415,How to make my .wma files work?,5
3416,The double-coiled shape of DNA is called a?,2
3417,why does it take forever for true love to come for alot of people?,9
3418,FIREFOX...?,5
3419,"What should I booze to keep myself healthy ?  Whisky, Brandy, Rum, Gin, nothing.?",3
3420,Anyone ever seen a ghost?,2
3421,Should we be doing other peoples homework when they post it on yahoo answers?,4
3422,What are those pink spots in the snow?,2
3423,who loves aviation?,2
3424,"full form of ""ARPANET""?",5
3425,how to learn skating?,6
3426,Is it common??,9
3427,What is love?????,9
3428,what is question answer?,5
3429,How fast is terminal velocity?,2
3430,how can i find and extract a physical US addess from an html page?,5
3431,explain how self check help to dectect early cancer in male and female?,3
3432,why do people like to swim?,4
3433,What do you want for Christmas?,8
3434,How can I speed up my metabolism to burn fat?,3
3435,Why is there online chat rooms?,5
3436,"What is the best time to have food, before brushing teeth after brushing teeth?",3
3437,where do i find yahoo avatars(only new avatars)?,5
3438,has anyone seen the 'st. jimmy' video by green day on launch? is it not annoying...?,8
3439,I have a problem in my ie6 with XP I always have can't find server with dnserror.htm?,5
3440,Sending mail has become more difficult within the last month. Is this due to the holidays?,5
3441,Is is safe to make an operation to be a virgin again & if so how could I know doctors who do it in Egypt?,3
3442,where can i learn about blogging?,5
3443,"im looking for a song that contains the lyrics of the chorus ""wow wow wow wow wow wow"" 80s type song",8
3444,is there simple voice recognition software for people with limited typing skills???,5
3445,"I have a new computer &  am trying to determine the size and color of the ""bars"" like the one at the very top.",5
3446,looking to meet girls as friends?,9
3447,heres another riddle for yall.?,4
3448,how old is john madden?,6
3449,where can I look to find healthy food ideas for everyday life?,3
3450,where do all the roses come from for  the rose bowl floats?,6
3451,love or money?,9
3452,who will be the new wwe champion after john cena?,6
3453,Who is the best FRENCH singer ( woman ) in 2005 ?,8
3454,where did the blue ridge mountains get their name?,2
3455,how much is the permit for an everest expedition?,6
3456,Why does my pc not recognize my cd-rom when it boots up? Does if a cd is in it. Else i have to find new hw.xp?,5
3457,how is geothermal power generated?,2
3458,Is Java ENvironment necessary for FOP to run?,5
3459,Does anyone know who Ruth Muschkies Webber is?,1
3460,"how did the ""southern accent"" or drawl come to be?",4
3461,what was the perpous of humans in there life?,2
3462,how hot is a burning candle?,2
3463,How to draw a perfect pentagon with a ruler and a compass?,2
3464,where to find the golf movie on internet?,6
3465,I want to sell my domain name. Search says Under Construction?,5
3466,Will baseball Bill Buckner ever be forgiven for one error and  be elected to the Hall of Fame for Baseball?,6
3467,Feet retain water?,3
3468,Where are you from? and how do you spend New Year?,1
3469,how can i record streaming video/audio from internet tv or radio web sites with free software?,5
3470,How much of stock options Google gives out to new employees?,5
3471,what are reasons that people oppose homosexuals?,5
3472,how to write to an SD card using pixma mp130?,5
3473,"i want to know condition of reaction of 3-amino-1,2,4-triazole with ethyl cyano acetata to give triazolopyrimi",2
3474,what do you mean by lyocell?,4
3475,What is the traditional size of a Hachimaki (Japanese headband)?,1
3476,how can you tell if you have a spyware infection?,5
3477,what should I take to improve my brain function?,3
3478,"i am a cyber lawyer.what should  i tell to a company that""'why they need a cyber lawyer like me""",5
3479,what is the name of the song when the green bay packers score a touchdown?,6
3480,Who Will win the word cup?,6
3481,Are you responsibal for all these popups?One every minute.If I can't get rid of these Iwill change CO.TO DO SO,5
3482,what is the easiest language to learn?,4
3483,Has any NBA player ever outscored an opposing team by the third quarter of the game?,6
3484,How do you deal with depression and poor body image?,3
3485,Why don't people use DVI on LCD monitors only?,5
3486,How can I find out if there is an arrest warrant for someone listed in the police computers in another state?,10
3487,What is the best free software to burn dvds?,5
3488,What is the name of a song that samples Madonna's music?,8
3489,hi. is GOD man or woman?,1
3490,What Product is for Dark Circles under the eyes?,3
3491,"How do you ask a guy if he likes you, without sounding akward or desperate?",9
3492,what is a female archetype?,4
3493,i need e few free science paper about continuum mechanics and appied mechanics . you help me pleas?,2
3494,how does nuclear fission work and how's that different from nuclear fussion?,2
3495,Where will Ron Artest end up?,6
3496,What is Einstien Famous For?,2
3497,Where can I find audio or video lessons for learning Esperanto?,4
3498,Can you have HPV virus and still have a normal pap smear?,3
3499,Who has the best prices for quality laptops?,5
3500,I want contacts and my parents think i am to young to have them?,3
3501,"Why does dumb today mean stupid, when itinitially meant only inable to speak?",1
3502,if you dont get what you want for christmas does than mean Santa hates you?,1
3503,why am i unable to access yahoo pinochle card games?,5
3504,"my dell4550 is 2yrs old but runs slow.i run,disc defrag&discleanup often,what else can i do to make it faster?",5
3505,How easy/difficult is to find a friend w/ 'benefits'?,9
3506,what is single phase?,4
3507,What are RSS feeds and how do I use them?,5
3508,I'm trying to find a way to pull up info on pt assit programs. I need to be able to pull up application forms.,3
3509,Can I hide my website from Google if...?,5
3510,What is diffence between AIDS an HIV??,3
3511,Why is the Stanford Men's Basketball team so bad this year?,6
3512,Does being a vegetarian cause male impotence?,3
3513,How long is blockbuster open?,8
3514,What movies should I rent this weekend?,8
3515,What's the best way to homeschool my daughter?,4
3516,were could you find a good girlfriend?,9
3517,How much hate mail does President Bush get in one day?,10
3518,how do i ask a girl out when we're just friends?,9
3519,What is the origin of the name: Joe Schmo? What is meant when one refers to someone using this name?,1
3520,is there any difference between these sentences:1-we aren't supposed to do sth 2-we are supposed not to do sth,4
3521,searching for someone in yahoo?,9
3522,Do Christians really believe that all life started after adam and eve?,1
3523,how do i download music into my library?,5
3524,Why does science and religion conflict with each other so much?,1
3525,does a university have better education than community college?,4
3526,what is tsunami?and how is it caused?,4
3527,What is the best hangover cure?,3
3528,What is your Favorite Movie?,8
3529,why do we pay polititans? nothing good ever comes from them?,10
3530,Why does your nose run when it's cold?,3
3531,MMORPGs???????????????,5
3532,I heard that Hilary Duff was getting into fights with other female celebrities. Does anyone know anything?,8
3533,where can i find a cd by Joan Jett/Blackhearts--I Love Rock n Roll?,8
3534,"The only team in NFL history to return an interception, kickoff and punt for a touchdown in the same game?",6
3535,what is the width of the earth?,2
3536,Where can I find out events of 2005 on the internet>?,1
3537,lost birth certification?,6
3538,"Does a G4 Apple get slower as more programs are installed, but not running, like Windows does?",5
3539,"How can I buy a house or get a loan when I owe $65,000.00 or more to IRS and I have bad credit?",4
3540,who was the first governor of washington?,10
3541,What is the actual use of ears? To keep the spectacles or any use?,3
3542,do we get sc(fiber optic) of 1 gb?,5
3543,What does brushing your teeth do?,3
3544,What do Independents believe in USA ?,10
3545,SEALS or Delta Force?,10
3546,who is soumodip sarkar?,4
3547,What is the difference between being neurotic and schizophrenic?,2
3548,how long are human intestines?,2
3549,I am a permanent patient of Allergy since my childhood and i have to take anti-allergy tablets.Any cure ?,3
3550,discribe location of perineal in human body.?,3
3551,Who's the best male tennis player from the 80's?,6
3552,what do you have to do to drop out?,4
3553,Is internet dating real and working? what are the common character traits of spanish men?,9
3554,Why is cloning unethical?,2
3555,how to naturally get rid of static cling?,3
3556,Why do women want to argue all the damn time?,9
3557,How can I buy and ship a computer to Argentina?,5
3558,Why is the majority of Iraq news negative when most soldiers firmly believe they are winning the war???,10
3559,im lookin for someone i met i year ago. i noe his face and the state that he lives in but wat can i do?,9
3560,why do men have nipples?,2
3561,What is the capital of France?,10
3562,What are the 5 diferent types of map?,2
3563,How many squares are there in a standard checkers / chess board ?,2
3564,"What is the meaning of the expression, ""saw whipped""?",4
3565,howz the hard disk partitioned??,5
3566,how do you rip dvds onto your computer?,5
3567,What is a Bush Doctor?,3
3568,Was basketball invented by a black person?,6
3569,Who should give the first speech at a wedding reception?,1
3570,"What do you think of the Miami Heat's chances, now that Shaq is healthy and Pat Riley is coaching again?",6
3571,Who created the world wide web (www.)?,5
3572,what type of chemical compound is citric acid?,2
3573,"What is a good resource to find out about the latest research on learning, from studies done on intelligence?",4
3574,Can adults get chicken pox?,3
3575,state of illinois?,10
3576,Is it posibble to Google out information using sequence data?,2
3577,"What does it mean to ""rebuild the directories"" on a Mac?",5
3578,Do u know why Jeus die for the whole world on the day of crucifixion?,1
3579,What is the best online translation services/tools to translate foreign languages to English?,5
3580,i want to know when yahoo mail beta will release to a public?,5
3581,How can procrastination be erradicated?,3
3582,"How is ""Rocky's"" wife's name spelled in the movies ""Rocky""? Adrienne or Adrian?",8
3583,is the next ice age closer than we think?,2
3584,fastest baseball ever pitched in any league?,6
3585,why are people so currious?,6
3586,WHEN would you like to live and why?,1
3587,Anyone know psechometry?,4
3588,Who Is the Only Player From a Losing Team to Be Named World Series Most Valuable Player?,6
3589,Who do you think is the best technical soccer player in the world right now?,6
3590,Does George Bush care about black people?,10
3591,What is Insulin Shock and how do you prevent it?,3
3592,Why isn't my music and videos comming up on www.launch.com? It says this Error Code: 15 80070057.?,5
3593,Is it true that cable broadband is fast than DSL?,5
3594,Can VOIP run in a Dial-up connection?,5
3595,what is a true love?,4
3596,What is the most effective modern martial art?,6
3597,How can i restart my computer from scratch?,5
3598,i'm looking for a weight loss pill that cost $153 per bottle and it begins with le?,3
3599,How do I burn audio CD (that will play on most CD players ) from mp3 files ?,5
3600,What is sustainable development?,4
3601,why does girls fell pain during first intercourse?,9
3602,How do I become a Registered Nurse ???,4
3603,why do we sometimes feel so happy as to live forever n sometimes so sad as to die just now only?,9
3604,When did Michael Vick go Pro and what teams has he played for?,6
3605,How many seasons of Duck Tales were there?,8
3606,Who is better...Alan Jackson or Blake Shelton?,8
3607,From where did Tsunami get its name from?,2
3608,How do I handle a medical claim with a bus company? What are my rights?,10
3609,What exactly is happening inside my pc when I give it a command and it takes 15-60 secs to execute?,5
3610,what should i do so i won't be drowned by a quicksand?,2
3611,What was Rudolph Hess's mission when he flew to england?,10
3612,How does the level of a well affect the work (Horsepower) that a water pump has to do in a lift station?,2
3613,"if you download aol, will it charge? or give you a virus of any sort?",5
3614,how to delete screensavers on Windows XP?,5
3615,"Seriously, where is a good/successful place to meet a guy? I know it's probably a dumb question, but come on!?",9
3616,WHAT DOES IT MEAN IF I HAVE CRAMPING AFTER SEX AND NASEAU AND DIZZINESS?,3
3617,What is the scientific theory that asserts that everything in existence could suddenly vanish?,2
3618,sometimes called the simple predicate?,4
3619,"If an engine does 500 joules of work to pull a 10kg load 4 meters, what is the efficiency of the engine?",2
3620,what is the name of the song that has a chorus that goes If I dont have you I go crazy?,8
3621,how to increase my chest im 32 and also married plz help me?,3
3622,Do you think it's all right for a female to be a pastor/preacher/preist?,1
3623,Who rode with Paul Revere?,1
3624,what is the largest mucsle in your body?,4
3625,Can/Should you swim with contact lenses?,6
3626,Why do some take God's and His Son Jesus's Name in vain..But not satans?,1
3627,What does R.S.V.P spell?,4
3628,Is it possible to have a dead person turned into a gem?,2
3629,white stuff in urine?,3
3630,Does anyone know the title of the up-tempo piano music that somtimes plays when Snoopy dances? I want it on CD,8
3631,live to work or work to live?which one is better?,1
3632,Will the UN or the world courts try Bush or Cheney for war crimes?,10
3633,What can I do or change to get a date?,6
3634,Will Bush be relected?,10
3635,what is the name of the news server I want to connect to from outlook express to view news goups?,5
3636,"where can i find a good, free peice of software for enhancing and enlarging photographic details?",5
3637,"An American History Question, College Level?",4
3638,Who will win the World Cup in 2006?,6
3639,i have been bleeding continouosly since I gave birth in January. what could be the cause of this?,3
3640,colonscopy?,3
3641,How are hurricanes classified into categories?,2
3642,any rcomended links about body language;or knowing people by thier acts or looks or shape......?,2
3643,What are the benefits of interracial dating?,1
3644,how can i get a gmail id?,5
3645,Howard Stern: Are his radio broadcasts available through / on the internet?,8
3646,where is the northstar?,2
3647,how to get from SSS an employment history using the internet?,10
3648,I am trying to find passion red a stories on nbc6?,8
3649,What do you think of guess who?????,10
3650,Why does Mr. Rogers wear long-sleeved shirts?,8
3651,What is the best nightclub in south Florida with the lowest cover charge and shortest line to get in?,8
3652,where are dilbert archives?,5
3653,"A paragraph to define Shi'ite, Kurds, Sunni factions?",10
3654,What will happen to our earth when the sun goes out that is when it will become a red giant?,2
3655,What kind of keyboards do they have in the Asian languages?,1
3656,HOW CAN I CONFIGURATE MY SBCYAHOO ACCOUNT TO BE ABLE TO WORK WITH OUTLOOK EXPRESS 6. THANKSENRICO?,5
3657,When will mankind first step foot on Mars?,2
3658,Is  f(x) = ((x^2) - 9) / (x - 3) defined at x = 3 ???,2
